"","id","host_id","host_location","host_response_time","host_response_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","daily_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","TV","WiFi","Air_Condition","Wheelchair_accessible","Kitchen","Breakfast","Elevator","Heating","Washer","Iron","Host_greets_you","Paid_parking_on_premises","Luggage_dropoff_allowed","Long_term_stays_allowed","Doorman","Pets_allowed","Smoking_allowed","Suitable_for_events","24_hour_check_in"
"5991","6335806",8787738,"1","0",57,"0",2,"1","1","6",20146,45.4638,9.13584,"Entire home/apt",2,3,1,1,"1",45,1,30,1,10,4,1,1,10,285,23,98,10,10,10,10,9,10,"0","1","0","0","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"5992","6339706",32655685,"1","0",57,"0",1,"1","1","6",20143,45.4449,9.15348,"Entire home/apt",4,3,1,1,"1",53,1,38,2,10,3,0,0,24,24,25,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"5993","6357444",27936498,"1","0",1,"0",1,"1","1","6",20143,45.44711,9.15425,"Entire home/apt",5,3,2,5,"1",288,1,30,4,25,4,30,60,90,365,2,90,10,10,9,10,10,10,"0","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0","0","0","1","1","1","0","0"
"5994","6366066",33173981,"1","0",18,"0",1,"1","0","6",20146,45.45475,9.1347,"Entire home/apt",4,3,1,2,"1",60,48,23,2,15,2,15,45,75,165,52,89,10,9,9,10,9,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","1","0","0","0","0"
"5995","6396273",25384210,"1","0",43,"0",22,"1","1","6",20143,45.44889,9.16578,"Entire home/apt",4,3,1,1,"1",75,31,57,2,20,2,10,32,58,330,47,93,10,10,10,10,10,9,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"5996","6433898",33582315,"1","1",57,"0",1,"1","1","6",20142,45.43392,9.16316,"Entire home/apt",3,3,2,3,"1",60,1,1,3,10,4,19,25,53,136,38,96,10,10,10,10,9,10,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0"
"5997","6456414",21754562,"1","0",57,"0",77,"1","1","6",20144,45.45246,9.16154,"Entire home/apt",3,3,1,2,"1",145,105,1,1,0,29,0,0,0,0,1,80,10,10,8,10,8,8,"0","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0"
"5998","6461168",32689369,"1","1",57,"0",1,"1","1","6",20143,45.44462,9.15323,"Entire home/apt",2,3,1,1,"1",38,13,45,1,0,3,1,1,1,1,95,90,10,9,10,10,9,9,"0","1","0","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"5999","6502802",19633581,"1","0",57,"0",2,"1","1","6",20147,45.45789,9.12659,"Entire home/apt",4,3,1,2,"1",125,13,38,2,10,1,28,58,88,88,2,90,8,9,9,9,8,8,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"6000","6522911",19563374,"1","1",57,"0",2,"1","1","6",20146,45.46475,9.13766,"Entire home/apt",2,3,0,1,"2",50,1,45,1,0,2,28,58,88,363,26,94,10,9,10,10,9,9,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0"
"6001","6523718",274101,"1","1",57,"0",1,"1","0","6",20143,45.44537,9.16757,"Entire home/apt",3,3,1,3,"1",83,31,30,2,20,1,0,0,0,0,5,92,10,10,10,10,9,9,"0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0"
"6002","6530842",25338787,"1","1",57,"0",8,"1","0","6",20143,45.44836,9.17695,"Entire home/apt",5,3,1,2,"1",75,1,41,2,15,1,24,53,81,356,95,93,10,10,10,10,9,10,"1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","1"
"6003","6538402",30331275,"1","1",57,"0",1,"1","1","6",20142,45.43988,9.12853,"Entire home/apt",2,3,1,2,"2",35,13,40,2,0,2,20,45,75,350,93,83,9,9,9,9,8,9,"0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0"
"6004","6563170",34299360,"1","1",47,"1",1,"1","0","6",20143,45.44746,9.16525,"Entire home/apt",4,3,1,2,"1",70,48,51,2,25,1,28,54,84,359,121,97,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"6005","6567965",17589860,"1","0",57,"0",1,"1","1","6",20144,45.44902,9.14996,"Entire home/apt",2,3,1,1,"1",70,66,45,2,30,3,17,17,17,17,9,93,10,9,10,10,9,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"6006","6585989",34350411,"1","1",57,"1",3,"1","0","6",20148,45.46675,9.1416,"Entire home/apt",2,3,1,1,"1",75,105,30,1,0,2,27,57,87,362,25,98,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","1","0","0","0","0"
"6007","6634514",19742555,"1","1",57,"1",4,"1","1","6",20144,45.45284,9.17128,"Entire home/apt",4,3,1,2,"1",61,13,57,2,15,2,7,23,41,122,116,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0"
"6008","6681212",4538565,"0","1",57,"1",1,"1","1","6",20146,45.45579,9.15606,"Entire home/apt",4,5,2,2,"1",95,66,69,2,0,2,27,37,65,340,52,97,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0"
"6009","6713199",7013437,"1","1",57,"0",5,"1","1","6",20143,45.4445,9.17436,"Entire home/apt",16,8,4,10,"1",552,91,26,12,36,1,30,52,76,166,34,99,10,10,10,10,10,9,"0","1","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","0","0","1","0","0"
"6010","6733902",27693585,"1","1",52,"0",410,"1","0","6",20143,45.45011,9.17256,"Entire home/apt",3,3,1,2,"1",122,1,57,2,22,1,7,7,7,7,18,82,9,9,9,9,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"6011","6793177",33259915,"1","1",57,"0",27,"1","1","6",20143,45.44883,9.17431,"Entire home/apt",5,3,3,4,"1",180,13,80,4,10,3,28,58,88,363,35,86,9,8,9,10,9,8,"0","0","0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0"
"6012","6805130",28089404,"1","1",57,"0",1,"1","1","6",20144,45.45528,9.16855,"Entire home/apt",3,3,2,4,"1",130,48,1,1,0,2,0,0,9,284,9,96,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"6013","6806112",3536373,"1","1",57,"1",1,"1","1","6",20148,45.46741,9.13305,"Entire home/apt",2,3,1,1,"2",40,13,30,1,0,2,10,29,59,149,34,98,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"6014","6817268",8834294,"1","1",47,"0",5,"1","1","6",20144,45.4504,9.15925,"Entire home/apt",2,3,1,1,"2",50,1,20,1,10,2,0,0,0,192,26,92,9,9,10,10,9,9,"0","1","0","0","1","1","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","0"
"6015","6846813",35876124,"1","1",57,"0",1,"1","0","6",20143,45.44295,9.15229,"Entire home/apt",4,3,1,2,"1",198,31,63,2,20,1,23,50,78,353,85,92,9,9,9,9,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0"
"6016","6847214",20819817,"1","0",11,"0",1,"1","0","6",20144,45.4517,9.17527,"Entire home/apt",3,3,1,1,"1",42,132,32,2,15,7,29,59,80,298,28,91,10,9,10,10,10,9,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0"
"6017","6872884",10224569,"1","1",57,"0",21,"1","1","6",20143,45.44977,9.17409,"Entire home/apt",4,5,2,3,"1",130,66,1,2,13,2,0,0,0,0,1,100,10,10,10,10,10,8,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"6018","6899090",4179537,"1","1",57,"0",4,"1","1","6",20143,45.44236,9.13874,"Entire home/apt",8,5,2,4,"1",120,56,57,4,15,2,21,39,69,246,15,94,10,9,10,10,8,10,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0"
"6019","7004520",28351023,"1","1",57,"0",1,"1","0","6",20144,45.45048,9.16804,"Entire home/apt",3,3,1,2,"1",61,1,1,2,10,2,8,15,34,297,231,95,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0"
"6020","7019152",36792506,"1","1",57,"0",2,"1","0","6",20143,45.44034,9.15579,"Entire home/apt",3,3,1,2,"1",50,48,51,2,20,1,5,5,5,198,82,90,10,10,10,9,9,9,"1","1","0","0","1","1","0","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0"
"6021","7108891",35753112,"1","1",57,"1",3,"1","1","6",20144,45.4573,9.16001,"Entire home/apt",5,3,1,3,"1",70,1,45,2,15,2,11,41,67,157,110,96,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"6022","7131459",37346156,"1","1",57,"0",1,"1","1","6",20146,45.45196,9.14649,"Entire home/apt",2,3,0,1,"2",75,1,1,1,0,1,28,58,88,363,21,86,9,10,10,10,9,8,"0","1","0","0","0","1","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"6023","7138175",37386017,"1","1",57,"1",1,"1","1","6",20144,45.45213,9.17392,"Entire home/apt",2,3,1,1,"1",57,1,57,1,0,2,25,46,46,46,47,95,9,9,10,10,10,9,"1","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"6024","7155128",37471798,"1","0",27,"0",0,"1","1","6",20147,45.46386,9.12852,"Entire home/apt",2,3,1,2,"1",47,13,30,2,30,2,0,0,0,208,15,91,10,8,10,10,9,9,"0","1","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0"
"6025","7157408",1162539,"1","1",57,"1",6,"1","1","6",20144,45.45139,9.17436,"Entire home/apt",4,3,1,1,"1",86,13,57,2,20,3,21,51,77,188,62,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0"
"6026","7162341",3777027,"1","1",57,"0",8,"1","0","6",20143,45.4477,9.15833,"Entire home/apt",4,3,1,3,"1",59,56,45,2,17,2,29,59,89,364,20,91,9,10,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","1","1","1","1","0","0","1"
"6027","7162414",3777027,"1","1",57,"0",8,"1","0","6",20143,45.44679,9.16038,"Entire home/apt",4,3,1,2,"1",59,31,45,2,17,2,28,58,88,363,28,91,9,9,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1"
"6028","7268576",4179537,"1","1",57,"0",4,"1","1","6",20143,45.44355,9.13839,"Entire home/apt",14,8,3,7,"1",250,105,92,8,15,2,21,39,69,247,28,98,10,10,10,10,9,9,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0"
"6029","7270238",32342011,"1","1",57,"0",5,"1","1","6",20144,45.45181,9.17199,"Entire home/apt",4,3,1,2,"1",60,1,1,2,15,60,0,0,0,187,2,100,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0"
"6030","7336835",38436299,"1","0",47,"0",1,"1","1","6",20147,45.46347,9.1346,"Entire home/apt",3,3,1,2,"1",39,1,48,1,10,3,26,47,47,239,36,98,10,10,10,10,9,10,"0","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0"
"6031","7361020",36023291,"1","1",57,"0",1,"1","0","6",20144,45.45235,9.17558,"Entire home/apt",2,3,1,1,"1",55,48,30,1,0,1,30,60,90,365,31,87,9,9,9,10,10,9,"0","1","0","0","1","0","1","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","0"
"6032","7538572",39497328,"1","1",57,"0",1,"1","1","6",20146,45.45721,9.14095,"Entire home/apt",4,3,2,2,"1",100,1,30,1,0,1,28,58,82,357,34,94,10,9,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","0","1","0","0","0","0"
"6033","7551235",10583061,"1","1",57,"0",20,"1","1","6",20143,45.45099,9.17501,"Entire home/apt",5,5,2,0,"1",190,66,7,3,10,2,27,53,68,68,51,94,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0"
"6034","7565430",39666189,"1","1",57,"0",2,"1","1","6",20143,45.44605,9.16697,"Entire home/apt",4,3,1,2,"1",59,1,51,2,30,1,0,0,0,10,18,92,9,9,10,10,9,9,"0","1","0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","1"
"6035","7575768",25338787,"1","1",57,"0",8,"1","0","6",20143,45.4487,9.17702,"Entire home/apt",5,3,1,3,"1",65,1,41,2,20,1,0,0,0,0,64,93,9,9,10,10,10,9,"1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","0"
"6036","7803833",3245084,"1","1",49,"0",11,"1","1","6",20144,45.45524,9.16698,"Entire home/apt",4,3,1,2,"1",190,1,20,2,10,2,28,58,75,297,131,83,9,9,9,9,9,8,"1","0","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","1","1","1","1","0"
"6037","7840298",41305796,"1","1",57,"0",1,"1","0","6",20143,45.44332,9.1445,"Entire home/apt",4,3,2,2,"1",41,1,45,2,15,1,2,5,17,99,89,93,10,9,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0"
"6038","7877535",25384210,"1","0",43,"0",22,"1","1","6",20144,45.45388,9.1646,"Entire home/apt",6,5,3,4,"1",130,48,92,3,35,2,26,39,39,231,33,90,9,9,10,9,9,9,"0","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1"
"6039","7951930",21764829,"1","1",57,"0",1,"1","1","6",20143,45.44492,9.1543,"Entire home/apt",4,4,1,1,"1",130,1,45,2,30,2,29,59,89,364,23,94,10,10,10,10,9,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","1","0","0","0","0"
"6040","8025405",884993,"1","1",57,"0",6,"1","0","6",20143,45.44987,9.16874,"Entire home/apt",4,3,0,2,"1",82,1,20,1,0,1,9,26,37,228,62,83,8,9,9,9,10,9,"0","1","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1"
"6041","8162250",3814001,"1","1",57,"1",2,"1","0","6",20142,45.43969,9.12914,"Entire home/apt",2,3,2,2,"1",50,1,57,1,0,5,9,20,20,229,6,100,10,10,10,10,9,9,"0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0"
"6042","8271162",40194160,"1","1",47,"1",3,"1","1","6",20146,45.46392,9.13898,"Entire home/apt",5,3,2,5,"1",95,48,30,3,30,2,22,44,71,325,43,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
"6043","8272609",3145414,"1","0",18,"0",1,"1","1","6",20146,45.44832,9.13752,"Entire home/apt",4,3,1,1,"1",55,110,80,1,5,7,0,0,0,192,6,100,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","0"
"6044","8361093",33986330,"1","1",57,"0",1,"1","0","6",20144,45.45116,9.17163,"Entire home/apt",2,3,0,1,"1",65,1,38,1,0,2,13,37,67,342,55,91,10,9,10,10,10,9,"1","1","0","0","1","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","0"
"6045","8361930",44071865,"1","1",57,"0",1,"1","0","6",20142,45.43702,9.15003,"Entire home/apt",2,3,1,1,"1",75,1,30,1,0,3,10,11,35,110,22,100,10,10,10,10,9,10,"1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0"
"6046","8406441",44283976,"1","0",43,"1",1,"1","1","6",20147,45.46133,9.13321,"Entire home/apt",2,3,1,2,"1",47,1,45,1,0,2,0,0,0,104,26,95,9,9,10,10,9,9,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0"
"6047","8414597",22040236,"1","1",57,"0",3,"1","1","6",20147,45.4569,9.12298,"Entire home/apt",4,3,1,2,"1",60,1,38,2,5,1,16,36,52,234,24,80,9,9,9,9,9,8,"0","1","0","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0"
"6048","8491160",1438771,"1","1",57,"1",2,"1","1","6",20144,45.44996,9.176,"Entire home/apt",2,3,1,1,"1",84,20,69,1,10,1,4,9,19,196,409,97,10,9,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0"
"6049","8693685",45643819,"1","1",57,"1",1,"1","1","6",20142,45.43794,9.16219,"Entire home/apt",4,3,1,2,"1",50,48,45,2,25,2,29,59,85,175,91,98,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6050","8709635",29012982,"1","1",57,"0",2,"1","0","6",20148,45.46691,9.14205,"Entire home/apt",2,3,0,1,"2",189,66,57,1,10,2,22,52,82,82,1,80,10,10,10,10,10,10,"0","1","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"6051","8719250",45763959,"1","0",57,"1",2,"1","1","6",20142,45.43511,9.16513,"Entire home/apt",5,3,2,4,"1",45,1,3,1,10,1,28,58,88,88,10,96,10,10,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","1","0","1","0","0","1"
"6052","8746715",36915154,"1","1",57,"0",2,"1","1","6",20143,45.44478,9.16887,"Entire home/apt",3,3,1,1,"1",59,1,3,2,20,2,0,0,0,40,6,100,8,9,9,10,8,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0"
"6053","8933808",46709079,"0","0",57,"0",1,"1","0","6",20146,45.45234,9.15487,"Entire home/apt",5,5,2,3,"1",45,1,57,1,25,2,30,60,90,365,8,98,10,10,10,10,9,10,"0","1","0","0","1","1","0","1","1","0","1","1","1","1","0","0","0","0","1","1","0","0","0"
"6054","8981202",786734,"1","1",33,"0",1,"1","1","6",20144,45.4526,9.15708,"Entire home/apt",2,3,1,1,"1",120,31,80,1,10,4,0,0,0,0,5,85,10,9,10,9,10,9,"0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","0","0","1","1","1","0","0","0"
"6055","9007903",884993,"1","1",57,"0",6,"1","0","6",20143,45.45015,9.16998,"Entire home/apt",4,3,1,2,"1",82,1,20,1,0,1,14,27,40,231,117,84,9,9,9,9,9,9,"0","1","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1"
"6056","9037744",31363460,"1","1",57,"1",1,"1","1","6",20144,45.44653,9.15152,"Entire home/apt",4,3,1,3,"1",130,1,30,4,20,1,12,19,48,48,69,97,10,10,10,10,10,10,"0","1","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","1"
"6057","9055753",47244426,"1","0",1,"0",1,"1","1","6",20144,45.4555,9.15982,"Entire home/apt",5,10,3,3,"1",270,2,69,2,20,1,0,0,0,192,7,100,9,9,10,10,9,8,"1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1","0","0","0"
"6058","9071561",358760,"1","0",57,"0",1,"1","1","6",20143,45.45308,9.17585,"Entire home/apt",2,3,1,2,"1",55,1,1,2,10,15,0,0,0,0,28,94,10,9,10,10,10,10,"0","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0"
"6059","9146973",27693585,"1","1",52,"0",410,"1","0","6",20143,45.45036,9.17408,"Entire home/apt",2,3,1,1,"1",128,1,57,2,0,1,16,43,73,83,18,91,10,9,9,10,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"6060","9311201",48332331,"1","1",47,"0",7,"1","1","6",20144,45.45414,9.17106,"Entire home/apt",4,3,1,2,"1",58,1,69,2,19,2,17,33,51,231,179,93,10,9,9,9,10,9,"1","1","0","0","0","1","1","0","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0"
"6061","9316376",4209331,"1","1",57,"0",2,"1","1","6",20143,45.44009,9.15407,"Entire home/apt",2,3,0,1,"2",45,1,14,1,0,1,16,45,66,66,191,92,10,10,9,10,8,9,"0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"6062","9358806",17023800,"1","1",56,"0",42,"1","0","6",20144,45.45441,9.16565,"Entire home/apt",2,3,1,1,"1",55,13,30,2,15,3,23,52,82,196,86,91,9,9,9,9,10,9,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0"
"6063","9363578",28219947,"1","1",47,"1",3,"1","1","6",20146,45.45575,9.15084,"Entire home/apt",4,5,2,2,"1",65,1,1,2,15,3,28,55,80,260,27,97,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0"
"6064","9410485",4124813,"0","1",57,"0",3,"1","1","6",20144,45.45317,9.15688,"Entire home/apt",3,3,1,1,"1",60,105,80,2,10,4,23,53,83,173,18,88,9,9,10,10,9,9,"1","1","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0"
"6065","9474223",4179537,"1","1",57,"0",4,"1","1","6",20143,45.44408,9.1398,"Entire home/apt",6,3,1,3,"1",99,56,57,3,15,2,23,44,74,253,5,92,10,10,10,10,9,9,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0"
"6066","9486999",49171024,"1","1",47,"0",1,"1","0","6",20144,45.45093,9.17627,"Entire home/apt",4,4,2,2,"1",85,31,57,2,30,2,26,52,71,346,84,90,9,9,10,9,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0"
"6067","9507084",24661144,"1","1",57,"0",1,"1","1","6",20146,45.45203,9.14237,"Entire home/apt",2,3,1,1,"1",50,105,69,2,5,5,0,0,17,292,15,93,10,10,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0"
"6068","9520279",27103828,"1","1",57,"1",1,"1","0","6",20144,45.45497,9.16868,"Entire home/apt",3,3,1,2,"1",69,31,57,2,40,2,10,18,48,228,35,97,10,10,10,10,10,9,"1","1","0","0","1","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","0","0","1"
"6069","9523040",48973515,"1","1",57,"0",1,"1","1","6",20147,45.45147,9.12226,"Entire home/apt",4,3,2,2,"1",66,13,49,2,22,1,0,8,21,111,13,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","0","1","1","0","0","0","0","0"
"6070","9555184",4498730,"1","1",57,"1",1,"1","1","6",20147,45.46701,9.13739,"Entire home/apt",4,3,1,1,"1",50,1,38,2,20,2,19,19,19,272,78,99,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0"
"6071","9560750",1465642,"1","1",57,"1",3,"1","1","6",20143,45.447,9.16381,"Entire home/apt",2,3,1,2,"1",39,1,57,1,0,7,0,3,3,254,19,83,8,8,9,9,9,8,"0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","0","0","0","1","0","1","0","0"
"6072","9574585",23714991,"1","1",57,"1",1,"1","1","6",20144,45.45205,9.16892,"Entire home/apt",3,3,1,2,"1",89,13,51,2,15,2,26,56,86,361,33,98,10,9,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"6073","9691449",49993545,"1","1",57,"1",5,"1","1","6",20142,45.44177,9.13361,"Entire home/apt",4,3,2,2,"1",90,48,69,2,5,15,0,0,24,24,9,98,10,10,10,10,8,9,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","0","0"
"6074","9694944",50064802,"1","0",57,"0",2,"1","1","6",20142,45.43839,9.15043,"Entire home/apt",2,3,1,2,"1",55,66,38,2,15,1,0,6,18,18,21,96,10,10,10,10,9,10,"0","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","0","0","0"
"6075","9703554",3556205,"1","1",57,"0",1,"1","0","6",20143,45.44318,9.15516,"Entire home/apt",2,3,1,2,"1",62,1,3,1,0,2,27,57,87,362,5,90,10,8,10,10,9,9,"0","1","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0"
"6076","9785079",22774178,"1","1",57,"0",1,"1","1","6",20146,45.45274,9.14709,"Entire home/apt",2,3,1,1,"1",56,1,1,1,25,3,4,14,28,303,14,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","0","1"
"6077","9849585",50711215,"1","1",57,"0",3,"1","1","6",20146,45.45421,9.15543,"Entire home/apt",4,3,1,1,"1",75,1,45,2,20,1,8,24,28,292,44,94,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0"
"6078","10139341",1756683,"1","0",14,"0",2,"1","1","6",20143,45.45051,9.17244,"Entire home/apt",2,3,1,1,"1",60,56,51,1,40,5,30,60,90,365,2,100,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","0","1","0","1","0","1"
"6079","10221851",8646914,"1","1",57,"0",4,"1","0","6",20146,45.46476,9.14326,"Entire home/apt",2,3,1,1,"1",60,1,1,1,0,1,16,46,76,351,9,93,10,10,10,10,10,10,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6080","10467856",5603484,"1","1",57,"0",1,"1","1","6",20144,45.44937,9.14842,"Entire home/apt",3,3,1,2,"1",50,1,20,2,15,3,0,0,9,284,14,100,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"6081","10506604",3133081,"1","1",57,"1",2,"1","0","6",20143,45.44528,9.1574,"Entire home/apt",10,8,3,6,"1",750,1,28,8,100,6,27,57,87,362,4,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0"
